target,search_time,first_solution_time,first_solution_iteration,number_of_nodes,max_transforms,max_children,number_of_routes,number_of_solved_routes,top_score,is_solved,number_of_steps,number_of_precursors,number_of_precursors_in_stock,precursors_in_stock,precursors_not_in_stock,precursors_availability,policy_used_counts,profiling,,,,,,,,,
COc1cccc(C#C/C(C)=C\CON=C2CN3CCC2C3)c1,193.474287,0,0,1188,13,13,400,0,0.7375,FALSE,4,4,3,"CC(=O)OC(C)=O, Oc1cccc(I)c1, COCc1ccccc1",C/C(C#C[Si](C)(C)C)=C/CON=C1CN2CCC1C2,zinc;zinc;Not in stock;zinc,{'uspto': 1187},"{'expansion_calls': 845, 'reactants_generations': 48129, 'iterations': 100}",,,,,,,,,
Nc1ccn(CC2CCC(F)(F)CO2)n1,63.87299442,0,0,1156,13,24,327,0,0.814331267,FALSE,11,7,6,"Nc1cc[nH]n1, O=C1CCC(=O)N1Br, CC(=O)O, O=S(Cl)Cl, CC(=O)OC(C)=O, BrCc1ccccc1",CC(C)(C)[Si](C)(C)OC1(CO)CCC(F)(F)CO1,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1155},"{'expansion_calls': 877, 'reactants_generations': 14342, 'iterations': 100}",,,,,,,,,
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)oc1Cl,48.26553226,0.211159468,1,1225,13,13,127,45,0.955960146,TRUE,6,6,6,"O=C1CCC(=O)N1Cl, Cn1nccc1B1OC(C)(C)C(C)(C)O1, COC(=O)c1cc(Br)c(Cl)o1, O=C1NC(=O)c2ccccc21, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, N[C@@H](Cc1cccc(F)c1)C(=O)O",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1224},"{'expansion_calls': 1132, 'reactants_generations': 6031, 'iterations': 100}",,,,,,,,,
COc1cc(C(N)=O)cc(-c2nc(N3CCOCC3)c3cc(OC)c(OCC4CCOCC4)cc3n2)c1,83.35069799,0,0,1151,13,26,159,0,0.863971006,FALSE,9,11,10,"COc1cc(Br)cc(C(N)=O)c1, C1COCCN1, CC(C)(O)C(C)(C)O, O=P(Cl)(Cl)Cl, BrCC1CCOCC1, BrCc1ccccc1, O=P(Cl)(Cl)Cl, COc1cc2nc(Cl)[nH]c(=O)c2cc1OC, OB(O)B(O)O, CC(C)(O)C(C)(C)O",O,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc;zinc,{'uspto': 1150},"{'expansion_calls': 1076, 'reactants_generations': 17226, 'iterations': 100}",,,,,,,,,
NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1,92.93502021,8.832524538,10,1015,13,23,261,7,0.997628706,TRUE,1,2,2,"NC(=O)c1ccc(B(O)O)cc1, Clc1ccnc2[nH]cc(Br)c12",,zinc;zinc,{'uspto': 1014},"{'expansion_calls': 836, 'reactants_generations': 20763, 'iterations': 100}",,,,,,,,,
CN1CCN(c2nc3sc4c(NCCN5CCOCC5)ncnc4c3c3c2COC(C)(C)C3)CC1,37.67983794,0,0,1363,13,39,188,0,0.785,FALSE,4,5,4,"C1COCCN1, CS(=O)(=O)OS(C)(=O)=O, NCCO, O=P(Cl)(Cl)Cl",CN1CCN(c2nc3sc4c(=O)[nH]cnc4c3c3c2COC(C)(C)C3)CC1,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1362},"{'expansion_calls': 1175, 'reactants_generations': 1925, 'iterations': 100}",,,,,,,,,
Ic1ccc(Nc2nc(NCCN3CCOCC3)nc(N3CCCC3)n2)cc1,13.67332006,0.051607609,1,470,13,36,156,57,0.994039854,TRUE,2,3,3,"ClCCN1CCOCC1, Nc1ccc(I)cc1, Nc1nc(Cl)nc(N2CCCC2)n1",,zinc;zinc;zinc,{'uspto': 469},"{'expansion_calls': 355, 'reactants_generations': 2624, 'iterations': 100}",,,,,,,,,
Cc1ncsc1CCC(=O)N=C(Cc1ccc(O)cc1)C(=O)O,58.18781567,0,0,1533,13,23,305,0,0.791790298,FALSE,10,6,5,"CC(=O)OC(C)=O, Cc1ncsc1C=O, C1=COCCC1, CC(=O)OC(C)=O, BrCc1ccccc1",CC(=O)N=C(Cc1ccc(O)cc1)C(=O)O,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1532},"{'expansion_calls': 1228, 'reactants_generations': 5529, 'iterations': 100}",,,,,,,,,
CN(C)CCNC(=O)c1cccc2c1Sc1ccccc1S2,101.3375041,0,0,2437,13,17,1199,0,0.791790298,FALSE,10,6,5,"CN(C)CCN, O=S(Cl)Cl, CC(=O)O, COCc1ccccc1, O=C(Cl)C(=O)Cl",O=[N+]([O-])c1cccc2c1Sc1ccccc1S2,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2436},"{'expansion_calls': 1247, 'reactants_generations': 18777, 'iterations': 100}",,,,,,,,,
O=c1c2ccccc2sn1CCCN1CCCCC1,26.51612663,0.455733061,3,557,13,33,146,25,0.994039854,TRUE,2,2,2,"NCCCN1CCCCC1, O=C(O)c1ccccc1S",,zinc;zinc,{'uspto': 556},"{'expansion_calls': 483, 'reactants_generations': 6110, 'iterations': 100}",,,,,,,,,
CC(C)(C)C(=O)N1CCN(C(C#N)c2cccnc2)CC1,29.40168929,16.23550177,53,502,13,22,116,5,0.963447071,TRUE,5,4,4,"CC(C)(C)C(=O)N1CCNCC1, O=C1CCC(=O)N1Br, COC(=O)Cc1cccnc1, CC(N)=O",,zinc;zinc;zinc;zinc,{'uspto': 501},"{'expansion_calls': 450, 'reactants_generations': 6436, 'iterations': 100}",,,,,,,,,
COc1ccc(CCC(=O)N2CCN(C(=O)c3ccccc3)CC2)cc1,5.366431475,0.016505718,1,192,6,27,86,76,0.997628706,TRUE,1,2,2,"O=C(Cl)c1ccccc1, COc1ccc(CCC(=O)N2CCNCC2)cc1",,zinc;zinc,{'uspto': 191},"{'expansion_calls': 116, 'reactants_generations': 954, 'iterations': 100}",,,,,,,,,
CCC(c1nnnn1Cc1cccs1)N1CCC(c2nc3ccccc3s2)CC1,61.88739157,0,0,1578,13,15,225,0,0.814620357,FALSE,9,7,6,"C[Si](C)(C)N=[N+]=[N-], NCc1cccs1, Nc1ccccc1S, CC(=O)O, CCOC(=O)Cl, CC(C)(C)O",CCOC(=O)C1CCN(C(CC)C(=O)O)CC1,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1577},"{'expansion_calls': 1353, 'reactants_generations': 4963, 'iterations': 100}",,,,,,,,,
O=C1/C(=C/c2ccc3c(c2)OCO3)CCN1Cc1ccccc1F,23.26353097,0.488391876,3,800,13,19,429,21,0.997628706,TRUE,1,2,2,"Fc1ccccc1CBr, O=C1NCC/C1=C\c1ccc2c(c1)OCO2",,zinc;zinc,{'uspto': 799},"{'expansion_calls': 410, 'reactants_generations': 3920, 'iterations': 100}",,,,,,,,,
O=NN1C(c2ccccc2)C2CCCC(C2=O)C1c1ccccc1,108.4445632,0,0,3948,13,43,2564,0,0.570045553,FALSE,11,5,3,"CB1OB(C)OB(C)O1, O=C1CCC(=O)N1Br, CC(=O)OC(C)=O","CC(C)(C)[Si](C)(C)Cl, CC(C)(C)[Si](C)(C)OC1C2CCC(O)C1C(c1ccccc1)N(N=O)C2c1ccccc1",zinc;Not in stock;zinc;zinc;Not in stock,{'uspto': 3947},"{'expansion_calls': 1392, 'reactants_generations': 16369, 'iterations': 100}",,,,,,,,,
Cc1nnc2[nH]nc(N)c2c1-c1ccccc1,71.65477419,5.701114893,9,1502,13,39,362,17,0.963447071,TRUE,5,6,6,"OB(O)c1ccccc1, O=P(Cl)(Cl)Cl, O=C1CCC(=O)N1I, Cc1cc(C#N)c(Cl)nn1, CC(=O)O, O=N[N+](=O)[O-]",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1501},"{'expansion_calls': 1173, 'reactants_generations': 11838, 'iterations': 100}",,,,,,,,,
O=S(=O)(c1ccccc1)c1nc(-c2ccc(Cl)cc2Cl)oc1N1CCCCCC1,108.417702,0,0,1559,13,35,468,0,0.67869506,FALSE,10,7,5,"Sc1ccccc1, O=C(O)c1ccc(Cl)cc1Cl, C1CCCNCC1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, C=C(C)C","O=S(O)OO, COC(=O)C(Cl)NC(=O)O",Not in stock;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1558},"{'expansion_calls': 1108, 'reactants_generations': 20090, 'iterations': 100}",,,,,,,,,
O=C(CCl)N(/N=N/c1ccc([N+](=O)[O-])cc1Br)c1ccc([N+](=O)[O-])cc1Br,212.5855429,0,0,2557,13,14,1591,0,0.677373187,FALSE,2,3,2,"O=C1CCC(=O)N1Br, O=C1CCC(=O)N1Br",O=C(CCl)N(/N=N/c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,zinc;zinc;Not in stock,{'uspto': 2556},"{'expansion_calls': 1001, 'reactants_generations': 48829, 'iterations': 100}",,,,,,,,,
O=C1NC(=O)/C(=C/c2ccc(OCCSc3nnc(Cc4ccccc4)o3)cc2)S1,62.86314034,6.014107943,11,964,13,16,193,7,0.994039854,TRUE,2,3,3,"O=C1NC(=O)/C(=C/c2ccc(O)cc2)S1, ClCCBr, Sc1nnc(Cc2ccccc2)o1",,zinc;zinc;zinc,{'uspto': 963},"{'expansion_calls': 845, 'reactants_generations': 15077, 'iterations': 100}",,,,,,,,,
COc1ccc2c(c1)c(CC(=O)NCCN(C)C)c(C)n2C(=O)c1ccc2ccccc2c1,23.80582047,0.045505285,1,545,11,36,122,77,0.994039854,TRUE,2,3,3,"CN(C)CCN, O=C(Cl)c1ccc2ccccc2c1, CCOC(=O)Cc1c(C)[nH]c2ccc(OC)cc12",,zinc;zinc;zinc,{'uspto': 544},"{'expansion_calls': 453, 'reactants_generations': 5327, 'iterations': 100}",,,,,,,,,
CN(Cc1ccc(C(C)(C)C)cc1)C(=O)c1c2c(nn1C)CCC2,7.828805208,0.197550535,2,173,13,16,94,26,0.997628706,TRUE,1,2,2,"Cn1nc2c(c1C(=O)O)CCC2, CNCc1ccc(C(C)(C)C)cc1",,zinc;zinc,{'uspto': 172},"{'expansion_calls': 114, 'reactants_generations': 2066, 'iterations': 100}",,,,,,,,,
COc1ccc(-c2ccc3ncc4c(c3n2)n([C@H](C)CO)c(=O)n4C)cn1,66.08984709,0,0,1411,13,19,329,0,0.739223531,FALSE,9,9,7,"COc1ccc(B2OC(C)(C)C(C)(C)O2)cn1, O=C(Cl)Cl, O=P(Cl)(Cl)Cl, Oc1ccnc2ccc(Cl)nc12, CC(C)(C)C(=O)O, O=C(Cl)OCc1ccccc1, C[C@@H]1CN1","CI, O=[N+]([O-])O",zinc;Not in stock;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc,{'uspto': 1410},"{'expansion_calls': 1118, 'reactants_generations': 9959, 'iterations': 100}",,,,,,,,,
O=C(CCN1CCCC1)Nc1cc(C(F)(F)F)cc2c1SSSSS2,76.66012955,0,0,1800,13,24,555,0,0.805113738,FALSE,5,6,5,"O=S(Cl)Cl, O=C(O)CCN1CCCC1, [N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1, CC(C)(C)O, CCOC(=O)Cl",FC(F)(F)c1cc(Br)c2c(c1)SSSSS2,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1799},"{'expansion_calls': 1245, 'reactants_generations': 10794, 'iterations': 100}",,,,,,,,,
CCC(C)C1C(=O)OC1C(=O)N[C@H]1C[C@H]1C[C@@H](Cc1ccccc1)NC(=O)C(C)NC(=O)OCc1ccccc1,149.0911434,0,0,2138,13,15,176,0,0.712516768,FALSE,12,8,6,"O=C(Cl)OCc1ccccc1, C=C(C)C, CCOC(=O)C(=O)OCC, BrCc1ccccc1, CCOC(=O)C=C(C)CC, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C","CC(C)(C)OC(=O)N[C@H]1C[C@H]1C[C@@H](Cc1ccccc1)N=[N+]=[N-], CC(N)C(=O)OCc1ccccc1",zinc;Not in stock;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 2137},"{'expansion_calls': 1973, 'reactants_generations': 16884, 'iterations': 100}",,,,,,,,,
CC(C)(C)c1cc[n+](-c2[n-]c(=O)sc2C=O)cc1,89.674757,0,0,1244,13,11,218,0,0.792565977,FALSE,8,6,5,"C1CCOC1, C=C(C)C, CN(C)C=O, CC(=O)O, O=C1c2ccccc2C(=O)N1O",COC(=O)c1sc(=O)[n-]c1-[n+]1ccccc1,zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 1243},"{'expansion_calls': 1060, 'reactants_generations': 16918, 'iterations': 100}",,,,,,,,,
CC1CNCc2ccccc21,59.79139256,38.2497611,63,1462,13,31,441,6,0.986552929,TRUE,3,1,1,CC(=O)CN(C)Cc1ccccc1,,zinc,{'uspto': 1461},"{'expansion_calls': 1044, 'reactants_generations': 8430, 'iterations': 100}",,,,,,,,,
N=C1SC(=Cc2c[nH]nc2-c2ccc(N3CCSCC3)cc2)C(=O)N1c1nccs1,42.41464972,3.811998844,7,1336,13,19,289,22,0.994039854,TRUE,2,3,3,"N=C1SCC(=O)N1c1nccs1, O=Cc1c[nH]nc1-c1ccc(F)cc1, C1CSCCN1",,zinc;zinc;zinc,{'uspto': 1335},"{'expansion_calls': 1102, 'reactants_generations': 5471, 'iterations': 100}",,,,,,,,,
COC(=O)c1sc(C(C)(C)O)cc1NC(=O)Nc1ccc(C)cc1,71.79369259,14.43247986,19,960,13,29,323,15,0.994039854,TRUE,2,3,3,"CC(C)=O, Cc1ccc(N=C=O)cc1, COC(=O)c1sccc1N",,zinc;zinc;zinc,{'uspto': 959},"{'expansion_calls': 717, 'reactants_generations': 17481, 'iterations': 100}",,,,,,,,,
O=C(CSc1nc(-c2cccs2)cc(C(F)(F)F)n1)NCCCN1CCOCC1,53.78322697,25.14113665,49,1492,13,13,335,5,0.975,TRUE,4,5,5,"NCCCN1CCOCC1, CCOC(=O)CI, OB(O)c1cccs1, O=C1CCC(=O)N1Br, FC(F)(F)c1cc[nH]c(=S)n1",,zinc;zinc;zinc;zinc;zinc,{'uspto': 1491},"{'expansion_calls': 1159, 'reactants_generations': 7668, 'iterations': 100}",,,,,,,,,
COc1ccc(NC(=O)N2CCc3nc(COc4ccccc4)c4c(c3C2)CO[C@@H](C)C4)cc1,51.88902497,0,0,1464,13,13,281,0,0.831373631,FALSE,10,8,7,"O=C(n1ccnc1)n1ccnc1, COc1ccc(N)cc1, Oc1ccccc1, Oc1ccccc1, O=C1CCC(=O)N1Br, O=C(Cl)OCc1ccccc1, O=Cc1ccccc1",Cc1nc(CCBr)c(CN)c2c1C[C@H](C)OC2,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1463},"{'expansion_calls': 1183, 'reactants_generations': 5130, 'iterations': 100}",,,,,,,,,
CN(c1ccc(Cl)cc1)c1cc(=O)n(C)c2ccccc12,43.38668013,2.164971352,6,668,13,24,212,8,0.997628706,TRUE,1,2,2,"CNc1ccc(Cl)cc1, Cn1c(=O)cc(Br)c2ccccc21",,zinc;zinc,{'uspto': 667},"{'expansion_calls': 521, 'reactants_generations': 9348, 'iterations': 100}",,,,,,,,,
O=S(=O)(N=C(Nc1nccs1)c1ccc(F)cc1)c1ccccc1,169.2028964,0,0,2494,13,12,1773,0,0.76089931,FALSE,8,5,4,"O=CCCl, O=C(N=C=S)c1ccccc1, CC(=O)OC(C)=O, CN(C)C(OC(C)(C)C)OC(C)(C)C",O=C(O)NC(=NS(=O)(=O)c1ccc(Cl)c(Cl)c1)c1ccc(F)cc1,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2493},"{'expansion_calls': 776, 'reactants_generations': 42037, 'iterations': 100}",,,,,,,,,
Cc1nc(=O)c2cc(-c3ccc(Cl)c(OCC4CC4)c3)c(C(C)C)cc2[nH]1,90.31566763,0,0,4901,13,23,3241,0,0.805113738,FALSE,5,6,5,"BrCC1CC1, Oc1cc(Br)ccc1Cl, CC(C)(O)C(C)(C)O, OB(O)B(O)O, CC(C)(O)C(C)(C)O",C=C(C)c1cc2[nH]c(C)nc(=O)c2cc1Br,zinc;zinc;Not in stock;zinc;zinc;zinc,{'uspto': 4900},"{'expansion_calls': 1667, 'reactants_generations': 6667, 'iterations': 100}",,,,,,,,,
CN(c1ccccc1)c1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,49.8527751,17.83156824,30,736,13,47,182,13,0.994039854,TRUE,2,3,3,"CNc1ccccc1, Nc1ccccc1, Nc1nc(Cl)nc(Cl)c1[N+](=O)[O-]",,zinc;zinc;zinc,{'uspto': 735},"{'expansion_calls': 622, 'reactants_generations': 10468, 'iterations': 100}",,,,,,,,,
FC(F)(F)c1cccc(C2=Cc3ccccc3C3=NCCN23)c1,98.50523949,5.831931829,7,1993,13,19,1070,11,0.986552929,TRUE,3,3,3,"CON(C)C(=O)c1cccc(C(F)(F)F)c1, NCCN, Cc1ccccc1C#N",,zinc;zinc;zinc,{'uspto': 1992},"{'expansion_calls': 950, 'reactants_generations': 18701, 'iterations': 100}",,,,,,,,,
NCc1cc(=O)c2ccc(OCc3cc4ccccc4s3)cc2o1,25.22647309,0.140175104,1,728,13,21,154,53,0.986552929,TRUE,3,3,3,"OCc1cc2ccccc2s1, CC(=O)c1ccc(F)cc1O, CCOC(=O)C[N+](=O)[O-]",,zinc;zinc;zinc,{'uspto': 727},"{'expansion_calls': 620, 'reactants_generations': 4470, 'iterations': 100}",,,,,,,,,
CCNC(=O)Nc1nc2c(-n3cccn3)c(F)c(-c3ccc(C(O)CC)nc3)cc2[nH]1,104.6625915,0,0,2310,13,22,516,0,0.805113738,FALSE,5,6,5,"O=C(Cl)Oc1ccccc1, CC(N)=O, CCC=O, C[Si](C)(C)CCOCCl, Brc1ccc(Br)nc1",Nc1nc2c(-n3cccn3)c(F)c(B(O)O)cc2[nH]1,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 2309},"{'expansion_calls': 1829, 'reactants_generations': 12205, 'iterations': 100}",,,,,,,,,
Cc1cc(=O)n2cc(-c3ccc(Cl)c(Cl)c3)[nH]c2n1,44.8355875,2.258793592,4,838,13,16,262,26,0.994039854,TRUE,2,3,3,"CCOC(=O)CC(C)=O, O=C1CCC(=O)N1Cl, Nc1ncc(-c2ccc(Cl)cc2)[nH]1",,zinc;zinc;zinc,{'uspto': 837},"{'expansion_calls': 633, 'reactants_generations': 9096, 'iterations': 100}",,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(-c4ccccc4)cc3)cc2)cc1,31.50746822,18.37311769,59,789,13,57,326,1,0.994039854,TRUE,2,3,3,"O=Cc1ccc(-c2ccccc2)cc1, CC(=O)Cl, Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1",,zinc;zinc;zinc,{'uspto': 788},"{'expansion_calls': 561, 'reactants_generations': 6077, 'iterations': 100}",,,,,,,,,
CC(C)NC(=O)Nc1ccc(-c2nc(C(C)C)no2)cc1,4.229303122,0.015655994,1,134,8,23,66,50,0.997628706,TRUE,1,2,2,"CC(C)N=C=O, CC(C)c1noc(-c2ccc(N)cc2)n1",,zinc;zinc,{'uspto': 133},"{'expansion_calls': 81, 'reactants_generations': 1014, 'iterations': 100}",,,,,,,,,
COc1cc(OC)c(CCC(=O)c2ccc(O)c(OC)c2)c(OC)c1,21.71486068,0.016999722,1,544,13,42,162,55,0.997628706,TRUE,1,2,2,"COc1cc(OC)c(CCC(=O)O)c(OC)c1, COc1ccccc1O",,zinc;zinc,{'uspto': 543},"{'expansion_calls': 413, 'reactants_generations': 4293, 'iterations': 100}",,,,,,,,,
CC1=Nc2ncnn2C(c2ccc(Cl)cc2Cl)C1C(N)=O,117.0304215,0,0,1527,13,20,300,0,0.749052929,FALSE,3,4,3,"CCOC(C)=O, CC(=O)O, CC(N)=O",CC1=Nc2ncnn2C(c2ccc(Cl)cc2Cl)C1C#N,Not in stock;zinc;zinc;zinc,{'uspto': 1526},"{'expansion_calls': 1247, 'reactants_generations': 18713, 'iterations': 100}",,,,,,,,,
O=C(CN(c1ccccn1)S(=O)(=O)c1ccccc1)Nc1ccccc1,26.33828902,0.068605661,1,536,13,19,152,37,0.994039854,TRUE,2,3,3,"Nc1ccccc1, O=S(=O)(Nc1ccccn1)c1ccccc1, CCOC(=O)CBr",,zinc;zinc;zinc,{'uspto': 535},"{'expansion_calls': 443, 'reactants_generations': 5910, 'iterations': 100}",,,,,,,,,
O=C(C1C[C@@H]1F)N1CC2CNCC(C2)C1,85.7080617,8.106001139,11,1773,13,26,655,2,0.955960146,TRUE,6,4,4,"C1NCC2CNCC1C2, Oc1c(F)c(F)c(F)c(F)c1F, CCOC(=O)C=[N+]=[N-], C=C(F)F",,zinc;zinc;zinc;zinc,{'uspto': 1772},"{'expansion_calls': 1168, 'reactants_generations': 16105, 'iterations': 100}",,,,,,,,,
Cc1cc(=O)oc2cc(OCC(N)=O)ccc12,5.39972353,0.326165676,3,108,13,28,54,26,0.997628706,TRUE,1,2,2,"NC(=O)CBr, Cc1cc(=O)oc2cc(O)ccc12",,zinc;zinc,{'uspto': 107},"{'expansion_calls': 74, 'reactants_generations': 1437, 'iterations': 100}",,,,,,,,,
CN1CCN(C(=O)c2ccc3nc4ccccc4c(Oc4ccccc4)c3c2)CC1,44.21034646,0.296597242,1,901,13,15,246,36,0.994039854,TRUE,2,3,3,"OB(O)c1ccccc1, O=C(O)c1ccc2nc3ccccc3c(O)c2c1, CN1CCNCC1",,zinc;zinc;zinc,{'uspto': 900},"{'expansion_calls': 703, 'reactants_generations': 8369, 'iterations': 100}",,,,,,,,,
[O-][S+](CCN1CCN(CC(O)Cc2ccccc2)CC1)C(c1ccc(F)cc1)c1ccc(F)cc1,102.2909815,0,0,1946,13,52,574,0,0.83214931,FALSE,8,8,7,"O=S(Cl)Cl, CC(=O)OC(C)=O, c1ccc(CN2CCNCC2)cc1, C=CCc1ccccc1, O=C(OO)c1cccc(Cl)c1, CC(=O)O, COCc1ccccc1",O=C(Cl)C[S+]([O-])C(c1ccc(F)cc1)c1ccc(F)cc1,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1945},"{'expansion_calls': 1429, 'reactants_generations': 19154, 'iterations': 100}",,,,,,,,,
O=c1[nH]c2cc3c(cc2cc1CN(CC1CCCO1)S(=O)(=O)c1ccccc1)OCCO3,143.0753174,0,0,1841,13,15,378,0,0.831295553,FALSE,11,8,7,"c1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=Cc1cc2cc3c(cc2[nH]c1=O)OCCO3, BrCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, COC(=O)CCC=O, C[N+](=O)[O-]",O=S(=O)(O)Cl,Not in stock;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1840},"{'expansion_calls': 1508, 'reactants_generations': 24619, 'iterations': 100}",,,,,,,,,
ON=Cc1ccc[n+](Cc2csc3ccccc23)c1,52.55522132,8.431763887,15,1077,13,19,125,12,0.952371294,TRUE,7,5,5,"CN(C)C=O, COC(=O)CS, Fc1ccccc1, OCC[n+]1ccccc1, O=C1c2ccccc2C(=O)N1O",,zinc;zinc;zinc;zinc;zinc,{'uspto': 1076},"{'expansion_calls': 984, 'reactants_generations': 7524, 'iterations': 100}",,,,,,,,,
COc1ccc(/C=N/NC(=O)Cn2nc(Cc3cccs3)n(N)c2=O)cc1,31.794173,0.602324486,1,923,13,12,202,90,0.986552929,TRUE,3,4,4,"COc1ccc(C=O)cc1, NNC(=O)CCl, O=C(O)Cc1cccs1, NNC(=O)NN",,zinc;zinc;zinc;zinc,{'uspto': 922},"{'expansion_calls': 739, 'reactants_generations': 5483, 'iterations': 100}",,,,,,,,,
Nc1nc(N2C[C@H]3C[C@@H]2CN3)c2oc3ccc(Cl)cc3c2n1,71.76953459,0,0,1275,13,22,172,0,0.773447071,FALSE,5,5,4,"COc1ccc(CN)cc1, C1N[C@H]2CN[C@@H]1C2, O=P(Cl)(Cl)Cl, O=P(Cl)(Cl)Cl",O=c1[nH]c(=O)c2oc3ccc(Cl)cc3c2[nH]1,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1274},"{'expansion_calls': 1158, 'reactants_generations': 10634, 'iterations': 100}",,,,,,,,,
Clc1cccc(-c2nc(NC3C4COCC43)nc(NC3C4COCC43)n2)n1,302.3924379,0,0,1814,13,20,720,0,0.646780404,FALSE,5,6,4,"CSC(C)=O, O=P(Cl)(Cl)Cl, BrCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C","O=c1nc(NC2C3COCC32)nc(-c2cccc(Cl)n2)n1S(=O)(=O)c1cccc(Br)c1, [N-]=[N+]=NC1C2COCC21",zinc;zinc;zinc;Not in stock;zinc;Not in stock,{'uspto': 1813},"{'expansion_calls': 1151, 'reactants_generations': 61291, 'iterations': 72}",,,,,,,,,
COc1ccc2ncc(C#N)c(CC(O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,83.2078321,0,0,1358,13,24,295,0,0.760123631,FALSE,10,5,4,"O=Cc1ccc2c(n1)NC(=O)CO2, CC(C)(C)OC(N)=O, O=P(Cl)(Cl)Cl, COCc1ccccc1",CCOC(=O)c1cnc2ccc(OC)nc2c1CC(=O)C12CCC(N(Cc3ccccc3)Cc3ccccc3)(CC1)CO2,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1357},"{'expansion_calls': 1080, 'reactants_generations': 10827, 'iterations': 100}",,,,,,,,,
CCn1c(=O)n(CC)c2cc(N3CCCC3)c(NC(=O)c3ccccc3Br)cc21,57.69382429,0,0,904,11,14,192,0,0.831373631,FALSE,10,8,7,"O=C(Cl)c1ccccc1Br, N=C(c1ccccc1)c1ccccc1, C1CCNC1, O=C(n1ccnc1)n1ccnc1, O=[N+]([O-])c1cc(F)c(Br)cc1F, CC(=O)O, CC(N)=O",II,zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc,{'uspto': 903},"{'expansion_calls': 812, 'reactants_generations': 11623, 'iterations': 100}",,,,,,,,,
N#Cc1cccc(COC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1,69.05574608,0,0,1310,13,17,470,0,0.814409345,FALSE,10,7,6,"O=C1c2ccccc2C(=O)N1O, CNOC, O=S(Cl)Cl, COC(=O)c1cccc(CBr)c1, O=C1C(=Cc2ccccc2)N2CCC1CC2, Brc1ccccc1",[Mg],zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1309},"{'expansion_calls': 893, 'reactants_generations': 13411, 'iterations': 100}",,,,,,,,,
COc1ccc(-c2nc(N=C3CCCCCN3)sc2C)cc1,82.81254935,0.878192425,2,1927,13,20,857,8,0.997628706,TRUE,1,2,2,"O=C1CCCCCN1, COc1ccc(-c2nc(N)sc2C)cc1",,zinc;zinc,{'uspto': 1926},"{'expansion_calls': 1080, 'reactants_generations': 13705, 'iterations': 100}",,,,,,,,,
Cc1cnc(NC(=O)CCCNC(=O)C(C)(C)C)s1,2.060977221,0.014644384,1,64,7,12,41,35,0.997628706,TRUE,1,2,2,"CC(C)(C)C(=O)NCCCC(=O)O, Cc1cnc(N)s1",,zinc;zinc,{'uspto': 63},"{'expansion_calls': 28, 'reactants_generations': 554, 'iterations': 100}",,,,,,,,,
