target,search_time,first_solution_time,first_solution_iteration,number_of_nodes,max_transforms,max_children,number_of_routes,number_of_solved_routes,top_score,is_solved,number_of_steps,number_of_precursors,number_of_precursors_in_stock,precursors_in_stock,precursors_not_in_stock,precursors_availability,policy_used_counts,profiling,,,,,,,,,
COc1cccc(C#C/C(C)=C\CON=C2CN3CCC2C3)c1,209.6599784,0,0,1237,13,13,412,0,0.7375,FALSE,4,4,3,"CC(=O)OC(C)=O, Oc1cccc(I)c1, COCc1ccccc1",C/C(C#C[Si](C)(C)C)=C/CON=C1CN2CCC1C2,zinc;zinc;Not in stock;zinc,{'uspto': 1236},"{'expansion_calls': 883, 'reactants_generations': 51697, 'iterations': 100}",,,,,,,,,
Nc1ccn(CC2CCC(F)(F)CO2)n1,66.69951653,0,0,1137,13,24,301,0,0.814331267,FALSE,11,7,6,"Nc1cc[nH]n1, O=C1CCC(=O)N1Br, CC(=O)O, O=S(Cl)Cl, CC(=O)OC(C)=O, BrCc1ccccc1",CC(C)(C)[Si](C)(C)OC1(CO)CCC(F)(F)CO1,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1136},"{'expansion_calls': 884, 'reactants_generations': 14536, 'iterations': 100}",,,,,,,,,
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)oc1Cl,48.02731419,0.218183994,1,1222,13,13,127,45,0.955960146,TRUE,6,6,6,"O=C1CCC(=O)N1Cl, Cn1nccc1B1OC(C)(C)C(C)(C)O1, COC(=O)c1cc(Br)c(Cl)o1, O=C1NC(=O)c2ccccc21, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, N[C@@H](Cc1cccc(F)c1)C(=O)O",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1221},"{'expansion_calls': 1129, 'reactants_generations': 5970, 'iterations': 100}",,,,,,,,,
COc1cc(C(N)=O)cc(-c2nc(N3CCOCC3)c3cc(OC)c(OCC4CCOCC4)cc3n2)c1,86.97682619,0,0,1154,13,26,159,0,0.863971006,FALSE,9,11,10,"COc1cc(Br)cc(C(N)=O)c1, C1COCCN1, CC(C)(O)C(C)(C)O, O=P(Cl)(Cl)Cl, BrCC1CCOCC1, BrCc1ccccc1, O=P(Cl)(Cl)Cl, COc1cc2nc(Cl)[nH]c(=O)c2cc1OC, OB(O)B(O)O, CC(C)(O)C(C)(C)O",O,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc;zinc,{'uspto': 1153},"{'expansion_calls': 1081, 'reactants_generations': 18021, 'iterations': 100}",,,,,,,,,
NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1,94.20827913,9.81345892,10,1010,13,23,258,7,0.997628706,TRUE,1,2,2,"NC(=O)c1ccc(B(O)O)cc1, Clc1ccnc2[nH]cc(Br)c12",,zinc;zinc,{'uspto': 1009},"{'expansion_calls': 833, 'reactants_generations': 20386, 'iterations': 100}",,,,,,,,,
CN1CCN(c2nc3sc4c(NCCN5CCOCC5)ncnc4c3c3c2COC(C)(C)C3)CC1,38.61052227,0,0,1372,13,39,195,0,0.785,FALSE,4,5,4,"C1COCCN1, O=S(Cl)Cl, NCCO, O=P(Cl)(Cl)Cl",CN1CCN(c2nc3sc4c(=O)[nH]cnc4c3c3c2COC(C)(C)C3)CC1,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1371},"{'expansion_calls': 1177, 'reactants_generations': 1954, 'iterations': 100}",,,,,,,,,
Ic1ccc(Nc2nc(NCCN3CCOCC3)nc(N3CCCC3)n2)cc1,14.79417253,0.053336859,1,469,13,36,155,57,0.994039854,TRUE,2,3,3,"ClCCN1CCOCC1, Nc1ccc(I)cc1, Nc1nc(Cl)nc(N2CCCC2)n1",,zinc;zinc;zinc,{'uspto': 468},"{'expansion_calls': 355, 'reactants_generations': 2628, 'iterations': 100}",,,,,,,,,
Cc1ncsc1CCC(=O)N=C(Cc1ccc(O)cc1)C(=O)O,59.07920718,0,0,1527,13,23,297,0,0.791790298,FALSE,10,6,5,"CC(=O)OC(C)=O, Cc1ncsc1C=O, C1=COCCC1, CC(=O)OC(C)=O, BrCc1ccccc1",CC(=O)N=C(Cc1ccc(O)cc1)C(=O)O,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1526},"{'expansion_calls': 1230, 'reactants_generations': 5540, 'iterations': 100}",,,,,,,,,
CN(C)CCNC(=O)c1cccc2c1Sc1ccccc1S2,99.63977695,0,0,2337,13,17,1119,0,0.831266768,FALSE,12,8,7,"NCCBr, O=S(Cl)Cl, CNC=O, O=C1CCC(=O)N1Cl, CC(=O)O, COCc1ccccc1, COC(=O)Cl",Fc1ccc2c(c1)Sc1c(Br)cccc1S2,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2336},"{'expansion_calls': 1231, 'reactants_generations': 17661, 'iterations': 100}",,,,,,,,,
O=c1c2ccccc2sn1CCCN1CCCCC1,28.0248127,0.463088036,3,583,13,33,158,26,0.994039854,TRUE,2,3,3,"C1CCNCC1, O=S(Cl)Cl, O=c1c2ccccc2sn1CCCO",,zinc;zinc;zinc,{'uspto': 582},"{'expansion_calls': 495, 'reactants_generations': 5985, 'iterations': 100}",,,,,,,,,
CC(C)(C)C(=O)N1CCN(C(C#N)c2cccnc2)CC1,30.06334662,9.173995018,28,503,13,21,117,5,0.963447071,TRUE,5,4,4,"CC(C)(C)C(=O)N1CCNCC1, O=C1CCC(=O)N1Br, COC(=O)Cc1cccnc1, CC(N)=O",,zinc;zinc;zinc;zinc,{'uspto': 502},"{'expansion_calls': 450, 'reactants_generations': 6499, 'iterations': 100}",,,,,,,,,
COc1ccc(CCC(=O)N2CCN(C(=O)c3ccccc3)CC2)cc1,5.481458664,0.017573833,1,192,6,27,86,76,0.997628706,TRUE,1,2,2,"O=C(Cl)c1ccccc1, COc1ccc(CCC(=O)N2CCNCC2)cc1",,zinc;zinc,{'uspto': 191},"{'expansion_calls': 116, 'reactants_generations': 954, 'iterations': 100}",,,,,,,,,
CCC(c1nnnn1Cc1cccs1)N1CCC(c2nc3ccccc3s2)CC1,63.0433948,0,0,1585,13,15,224,0,0.831295553,FALSE,11,8,7,"C[Si](C)(C)N=[N+]=[N-], NCc1cccs1, O=C(Cl)C(=O)Cl, Nc1ccccc1S, CC(=O)O, CCOC(=O)Cl, CC(C)(C)O",CCOC(=O)C1CCN(C(CC)C(=O)O)CC1,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1584},"{'expansion_calls': 1361, 'reactants_generations': 5112, 'iterations': 100}",,,,,,,,,
O=C1/C(=C/c2ccc3c(c2)OCO3)CCN1Cc1ccccc1F,27.21579957,0.489963055,3,904,13,19,496,21,0.997628706,TRUE,1,2,2,"Fc1ccccc1CBr, O=C1NCC/C1=C\c1ccc2c(c1)OCO2",,zinc;zinc,{'uspto': 903},"{'expansion_calls': 449, 'reactants_generations': 4214, 'iterations': 100}",,,,,,,,,
O=NN1C(c2ccccc2)C2CCCC(C2=O)C1c1ccccc1,108.3694034,0,0,3784,13,43,2409,0,0.712834643,FALSE,9,4,3,"O=C1CCC(=O)N1Br, O=C1CCC(=O)N1Br, O=C1CCC(=O)N1Br",O=NN1C(c2ccc([N+](=O)[O-])cc2)C2CCC(Br)C(C2=O)C1c1ccccc1,zinc;zinc;zinc;Not in stock,{'uspto': 3783},"{'expansion_calls': 1381, 'reactants_generations': 15964, 'iterations': 100}",,,,,,,,,
Cc1nnc2[nH]nc(N)c2c1-c1ccccc1,72.07447672,4.643317938,8,1505,13,39,370,17,0.963447071,TRUE,5,6,6,"OB(O)c1ccccc1, O=P(Cl)(Cl)Cl, O=C1CCC(=O)N1I, Cc1cc(C#N)c(Cl)nn1, CC(=O)O, O=N[N+](=O)[O-]",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1504},"{'expansion_calls': 1168, 'reactants_generations': 11901, 'iterations': 100}",,,,,,,,,
O=S(=O)(c1ccccc1)c1nc(-c2ccc(Cl)cc2Cl)oc1N1CCCCCC1,108.7818248,0,0,1535,13,35,446,0,0.67869506,FALSE,10,7,5,"Sc1ccccc1, O=C(O)c1ccc(Cl)cc1Cl, C1CCCNCC1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, C=C(C)C","O=S(O)OO, COC(=O)C(Cl)NC(=O)O",Not in stock;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1534},"{'expansion_calls': 1106, 'reactants_generations': 19633, 'iterations': 100}",,,,,,,,,
O=C(CCl)N(/N=N/c1ccc([N+](=O)[O-])cc1Br)c1ccc([N+](=O)[O-])cc1Br,213.5335939,0,0,2700,13,14,1689,0,0.677373187,FALSE,2,3,2,"O=C1CCC(=O)N1Br, O=C1CCC(=O)N1Br",O=C(CCl)N(/N=N/c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,zinc;zinc;Not in stock,{'uspto': 2699},"{'expansion_calls': 1035, 'reactants_generations': 47469, 'iterations': 100}",,,,,,,,,
O=C1NC(=O)/C(=C/c2ccc(OCCSc3nnc(Cc4ccccc4)o3)cc2)S1,64.70059609,6.146496296,11,958,13,16,182,7,0.994039854,TRUE,2,3,3,"O=C1NC(=O)/C(=C/c2ccc(O)cc2)S1, ClCCBr, Sc1nnc(Cc2ccccc2)o1",,zinc;zinc;zinc,{'uspto': 957},"{'expansion_calls': 850, 'reactants_generations': 15041, 'iterations': 100}",,,,,,,,,
COc1ccc2c(c1)c(CC(=O)NCCN(C)C)c(C)n2C(=O)c1ccc2ccccc2c1,25.02509999,0.047170162,1,546,11,36,122,76,0.994039854,TRUE,2,3,3,"CN(C)CCN, O=C(Cl)c1ccc2ccccc2c1, CCOC(=O)Cc1c(C)[nH]c2ccc(OC)cc12",,zinc;zinc;zinc,{'uspto': 545},"{'expansion_calls': 455, 'reactants_generations': 5378, 'iterations': 100}",,,,,,,,,
CN(Cc1ccc(C(C)(C)C)cc1)C(=O)c1c2c(nn1C)CCC2,8.915318489,0.200774908,2,188,13,16,109,26,0.997628706,TRUE,1,2,2,"Cn1nc2c(c1C(=O)O)CCC2, CNCc1ccc(C(C)(C)C)cc1",,zinc;zinc,{'uspto': 187},"{'expansion_calls': 116, 'reactants_generations': 2166, 'iterations': 100}",,,,,,,,,
COc1ccc(-c2ccc3ncc4c(c3n2)n([C@H](C)CO)c(=O)n4C)cn1,67.51784205,0,0,1458,13,19,370,0,0.739223531,FALSE,9,9,7,"COc1ccc(B2OC(C)(C)C(C)(C)O2)cn1, O=C(Cl)Cl, O=P(Cl)(Cl)Cl, Oc1ccnc2ccc(Cl)nc12, CC(C)(C)C(=O)O, O=C(Cl)OCc1ccccc1, C[C@@H]1CN1","CI, O=[N+]([O-])O",zinc;Not in stock;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc,{'uspto': 1457},"{'expansion_calls': 1124, 'reactants_generations': 10179, 'iterations': 100}",,,,,,,,,
O=C(CCN1CCCC1)Nc1cc(C(F)(F)F)cc2c1SSSSS2,82.00287724,0,0,1798,13,24,553,0,0.805113738,FALSE,5,6,5,"O=S(Cl)Cl, O=C(O)CCN1CCCC1, [N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1, CC(C)(C)O, CCOC(=O)Cl",FC(F)(F)c1cc(Br)c2c(c1)SSSSS2,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1797},"{'expansion_calls': 1245, 'reactants_generations': 11904, 'iterations': 100}",,,,,,,,,
CCC(C)C1C(=O)OC1C(=O)N[C@H]1C[C@H]1C[C@@H](Cc1ccccc1)NC(=O)C(C)NC(=O)OCc1ccccc1,153.1513221,0,0,2118,13,15,174,0,0.677373187,FALSE,2,3,2,"O=C(Cl)Oc1ccc([N+](=O)[O-])cc1, OCc1ccccc1",CCC(C)C1C(=O)OC1C(=O)N[C@H]1C[C@H]1C[C@@H](Cc1ccccc1)NC(=O)C(C)N,Not in stock;zinc;zinc,{'uspto': 2117},"{'expansion_calls': 1957, 'reactants_generations': 17799, 'iterations': 100}",,,,,,,,,
CC(C)(C)c1cc[n+](-c2[n-]c(=O)sc2C=O)cc1,91.79687572,0,0,1251,13,11,219,0,0.792565977,FALSE,8,6,5,"C1CCOC1, C=C(C)C, CN(C)C=O, CC(=O)O, O=C1c2ccccc2C(=O)N1O",COC(=O)c1sc(=O)[n-]c1-[n+]1ccccc1,zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 1250},"{'expansion_calls': 1065, 'reactants_generations': 16853, 'iterations': 100}",,,,,,,,,
CC1CNCc2ccccc21,57.86109734,39.8902657,68,1468,13,31,457,5,0.986552929,TRUE,3,1,1,CC(=O)CN(C)Cc1ccccc1,,zinc,{'uspto': 1467},"{'expansion_calls': 1034, 'reactants_generations': 8184, 'iterations': 100}",,,,,,,,,
N=C1SC(=Cc2c[nH]nc2-c2ccc(N3CCSCC3)cc2)C(=O)N1c1nccs1,43.92977738,4.625557661,7,1341,13,19,288,21,0.994039854,TRUE,2,3,3,"N=C1SCC(=O)N1c1nccs1, O=Cc1c[nH]nc1-c1ccc(F)cc1, C1CSCCN1",,zinc;zinc;zinc,{'uspto': 1340},"{'expansion_calls': 1108, 'reactants_generations': 5494, 'iterations': 100}",,,,,,,,,
COC(=O)c1sc(C(C)(C)O)cc1NC(=O)Nc1ccc(C)cc1,71.86205316,15.86011529,19,921,13,29,290,13,0.994039854,TRUE,2,3,3,"CC(C)=O, COC(=O)c1sccc1N=C=O, Cc1ccc(N)cc1",,zinc;zinc;zinc,{'uspto': 920},"{'expansion_calls': 713, 'reactants_generations': 17366, 'iterations': 100}",,,,,,,,,
O=C(CSc1nc(-c2cccs2)cc(C(F)(F)F)n1)NCCCN1CCOCC1,54.39626575,25.99655199,50,1512,13,13,335,5,0.975,TRUE,4,5,5,"NCCCN1CCOCC1, CCOC(=O)CI, OB(O)c1cccs1, O=C1CCC(=O)N1Br, FC(F)(F)c1cc[nH]c(=S)n1",,zinc;zinc;zinc;zinc;zinc,{'uspto': 1511},"{'expansion_calls': 1178, 'reactants_generations': 7407, 'iterations': 100}",,,,,,,,,
COc1ccc(NC(=O)N2CCc3nc(COc4ccccc4)c4c(c3C2)CO[C@@H](C)C4)cc1,51.85480046,0,0,1468,13,13,288,0,0.831373631,FALSE,10,8,7,"O=C(n1ccnc1)n1ccnc1, COc1ccc(N)cc1, Oc1ccccc1, Oc1ccccc1, O=C1CCC(=O)N1Br, O=C(Cl)OCc1ccccc1, O=Cc1ccccc1",Cc1nc(CCBr)c(CN)c2c1C[C@H](C)OC2,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1467},"{'expansion_calls': 1180, 'reactants_generations': 5322, 'iterations': 100}",,,,,,,,,
CN(c1ccc(Cl)cc1)c1cc(=O)n(C)c2ccccc12,51.63094115,2.531343222,6,705,13,24,217,8,0.997628706,TRUE,1,2,2,"CNc1ccc(Cl)cc1, Cn1c(=O)cc(Br)c2ccccc21",,zinc;zinc,{'uspto': 704},"{'expansion_calls': 557, 'reactants_generations': 10931, 'iterations': 100}",,,,,,,,,
O=S(=O)(N=C(Nc1nccs1)c1ccc(F)cc1)c1ccccc1,180.6032641,0,0,2709,13,12,1908,0,0.76089931,FALSE,8,5,4,"O=CCCl, O=C(N=C=S)c1ccccc1, CC(=O)OC(C)=O, CN(C)C(OC(C)(C)C)OC(C)(C)C",O=C(O)NC(=NS(=O)(=O)c1ccc(Cl)c(Cl)c1)c1ccc(F)cc1,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2708},"{'expansion_calls': 841, 'reactants_generations': 43817, 'iterations': 100}",,,,,,,,,
Cc1nc(=O)c2cc(-c3ccc(Cl)c(OCC4CC4)c3)c(C(C)C)cc2[nH]1,91.44088197,0,0,4846,13,23,3180,0,0.805113738,FALSE,5,6,5,"BrCC1CC1, Oc1cc(Br)ccc1Cl, CC(C)(O)C(C)(C)O, OB(O)B(O)O, CC(C)(O)C(C)(C)O",C=C(C)c1cc2[nH]c(C)nc(=O)c2cc1Br,zinc;zinc;Not in stock;zinc;zinc;zinc,{'uspto': 4845},"{'expansion_calls': 1675, 'reactants_generations': 6391, 'iterations': 100}",,,,,,,,,
CN(c1ccccc1)c1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,50.56977201,18.23075128,30,733,13,47,182,13,0.994039854,TRUE,2,3,3,"CNc1ccccc1, Nc1ccccc1, Nc1nc(Cl)nc(Cl)c1[N+](=O)[O-]",,zinc;zinc;zinc,{'uspto': 732},"{'expansion_calls': 619, 'reactants_generations': 10391, 'iterations': 100}",,,,,,,,,
FC(F)(F)c1cccc(C2=Cc3ccccc3C3=NCCN23)c1,95.72042608,6.682734251,7,2032,13,15,1092,10,0.986552929,TRUE,3,3,3,"CON(C)C(=O)c1cccc(C(F)(F)F)c1, NCCN, Cc1ccccc1C#N",,zinc;zinc;zinc,{'uspto': 2031},"{'expansion_calls': 965, 'reactants_generations': 17391, 'iterations': 100}",,,,,,,,,
NCc1cc(=O)c2ccc(OCc3cc4ccccc4s3)cc2o1,26.55874705,0.691058636,3,732,13,21,154,47,0.986552929,TRUE,3,3,3,"OCc1cc2ccccc2s1, CC(=O)c1ccc(F)cc1O, CCOC(=O)C[N+](=O)[O-]",,zinc;zinc;zinc,{'uspto': 731},"{'expansion_calls': 630, 'reactants_generations': 4720, 'iterations': 100}",,,,,,,,,
CCNC(=O)Nc1nc2c(-n3cccn3)c(F)c(-c3ccc(C(O)CC)nc3)cc2[nH]1,106.904175,0,0,2320,13,22,519,0,0.805113738,FALSE,5,6,5,"O=C(Cl)Oc1ccccc1, CC(N)=O, CCC=O, C[Si](C)(C)CCOCCl, Brc1ccc(Br)nc1",Nc1nc2c(-n3cccn3)c(F)c(B(O)O)cc2[nH]1,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 2319},"{'expansion_calls': 1836, 'reactants_generations': 12157, 'iterations': 100}",,,,,,,,,
Cc1cc(=O)n2cc(-c3ccc(Cl)c(Cl)c3)[nH]c2n1,42.98776698,2.323863506,4,825,13,16,264,27,0.994039854,TRUE,2,3,3,"CCOC(=O)CC(C)=O, O=C1CCC(=O)N1Cl, Nc1ncc(-c2ccc(Cl)cc2)[nH]1",,zinc;zinc;zinc,{'uspto': 824},"{'expansion_calls': 620, 'reactants_generations': 8652, 'iterations': 100}",,,,,,,,,
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(-c4ccccc4)cc3)cc2)cc1,33.22383404,19.58426261,59,809,13,57,337,1,0.994039854,TRUE,2,3,3,"O=Cc1ccc(-c2ccccc2)cc1, CC(=O)Cl, Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1",,zinc;zinc;zinc,{'uspto': 808},"{'expansion_calls': 570, 'reactants_generations': 6137, 'iterations': 100}",,,,,,,,,
CC(C)NC(=O)Nc1ccc(-c2nc(C(C)C)no2)cc1,4.742364168,0.013999939,1,136,8,23,66,50,0.997628706,TRUE,1,2,2,"CC(C)N=C=O, CC(C)c1noc(-c2ccc(N)cc2)n1",,zinc;zinc,{'uspto': 135},"{'expansion_calls': 84, 'reactants_generations': 1130, 'iterations': 100}",,,,,,,,,
COc1cc(OC)c(CCC(=O)c2ccc(O)c(OC)c2)c(OC)c1,22.10754561,0.016999722,1,545,13,42,164,55,0.997628706,TRUE,1,2,2,"COc1cc(OC)c(CCC(=O)O)c(OC)c1, COc1ccccc1O",,zinc;zinc,{'uspto': 544},"{'expansion_calls': 412, 'reactants_generations': 4268, 'iterations': 100}",,,,,,,,,
CC1=Nc2ncnn2C(c2ccc(Cl)cc2Cl)C1C(N)=O,125.3206594,0,0,1542,13,20,318,0,0.749052929,FALSE,3,4,3,"CCOC(C)=O, CC(=O)O, CC(N)=O",CC1=Nc2ncnn2C(c2ccc(Cl)cc2Cl)C1C#N,Not in stock;zinc;zinc;zinc,{'uspto': 1541},"{'expansion_calls': 1247, 'reactants_generations': 20906, 'iterations': 100}",,,,,,,,,
O=C(CN(c1ccccn1)S(=O)(=O)c1ccccc1)Nc1ccccc1,26.71844196,0.068000078,1,539,13,19,150,37,0.994039854,TRUE,2,3,3,"Nc1ccccc1, O=S(=O)(Nc1ccccn1)c1ccccc1, CCOC(=O)CBr",,zinc;zinc;zinc,{'uspto': 538},"{'expansion_calls': 446, 'reactants_generations': 5839, 'iterations': 100}",,,,,,,,,
O=C(C1C[C@@H]1F)N1CC2CNCC(C2)C1,84.94322538,3.743604898,6,1796,13,26,686,8,0.994039854,TRUE,2,2,2,"C1NCC2CNCC1C2, O=C(O)C1(C(=O)O)C[C@@H]1F",,zinc;zinc,{'uspto': 1795},"{'expansion_calls': 1154, 'reactants_generations': 15602, 'iterations': 100}",,,,,,,,,
Cc1cc(=O)oc2cc(OCC(N)=O)ccc12,5.685410261,0.325720787,3,110,13,28,54,26,0.997628706,TRUE,1,2,2,"NC(=O)CBr, Cc1cc(=O)oc2cc(O)ccc12",,zinc;zinc,{'uspto': 109},"{'expansion_calls': 76, 'reactants_generations': 1489, 'iterations': 100}",,,,,,,,,
CN1CCN(C(=O)c2ccc3nc4ccccc4c(Oc4ccccc4)c3c2)CC1,48.47130942,1.340190172,2,952,13,15,267,34,0.994039854,TRUE,2,3,3,"Brc1ccccc1, O=C(O)c1ccc2nc3ccccc3c(O)c2c1, CN1CCNCC1",,zinc;zinc;zinc,{'uspto': 951},"{'expansion_calls': 730, 'reactants_generations': 9337, 'iterations': 100}",,,,,,,,,
[O-][S+](CCN1CCN(CC(O)Cc2ccccc2)CC1)C(c1ccc(F)cc1)c1ccc(F)cc1,101.1977158,0,0,2018,13,52,659,0,0.816657008,FALSE,7,7,6,"O=S(Cl)Cl, c1ccc(CN2CCNCC2)cc1, C=CCc1ccccc1, O=C(OO)c1cccc(Cl)c1, CC(=O)O, COCc1ccccc1",O=C(Cl)C[S+]([O-])C(c1ccc(F)cc1)c1ccc(F)cc1,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 2017},"{'expansion_calls': 1417, 'reactants_generations': 18017, 'iterations': 100}",,,,,,,,,
O=c1[nH]c2cc3c(cc2cc1CN(CC1CCCO1)S(=O)(=O)c1ccccc1)OCCO3,144.8279963,0,0,1873,13,15,393,0,0.831295553,FALSE,11,8,7,"c1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=Cc1cc2cc3c(cc2[nH]c1=O)OCCO3, BrCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, COC(=O)CCC=O, C[N+](=O)[O-]",O=S(=O)(O)Cl,Not in stock;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1872},"{'expansion_calls': 1522, 'reactants_generations': 24478, 'iterations': 100}",,,,,,,,,
ON=Cc1ccc[n+](Cc2csc3ccccc23)c1,51.16031194,9.246638298,15,1064,13,19,114,12,0.952371294,TRUE,7,5,5,"CN(C)C=O, COC(=O)CS, Fc1ccccc1, OCC[n+]1ccccc1, O=C1c2ccccc2C(=O)N1O",,zinc;zinc;zinc;zinc;zinc,{'uspto': 1063},"{'expansion_calls': 980, 'reactants_generations': 6975, 'iterations': 100}",,,,,,,,,
COc1ccc(/C=N/NC(=O)Cn2nc(Cc3cccs3)n(N)c2=O)cc1,31.75803638,0.592619896,1,928,13,12,203,88,0.986552929,TRUE,3,4,4,"COc1ccc(C=O)cc1, NNC(=O)CCl, O=C(O)Cc1cccs1, NNC(=O)NN",,zinc;zinc;zinc;zinc,{'uspto': 927},"{'expansion_calls': 743, 'reactants_generations': 5439, 'iterations': 100}",,,,,,,,,
Nc1nc(N2C[C@H]3C[C@@H]2CN3)c2oc3ccc(Cl)cc3c2n1,69.4373455,0,0,1277,13,22,172,0,0.773447071,FALSE,5,5,4,"COc1ccc(CN)cc1, C1N[C@H]2CN[C@@H]1C2, O=P(Cl)(Cl)Cl, O=P(Cl)(Cl)Cl",O=c1[nH]c(=O)c2oc3ccc(Cl)cc3c2[nH]1,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1276},"{'expansion_calls': 1158, 'reactants_generations': 10050, 'iterations': 100}",,,,,,,,,
Clc1cccc(-c2nc(NC3C4COCC43)nc(NC3C4COCC43)n2)n1,303.0602679,0,0,1790,13,20,618,0,0.646780404,FALSE,5,6,4,"CSC(C)=O, O=P(Cl)(Cl)Cl, BrCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C","Cc1ccc(S(=O)(=O)n2c(NC3C4COCC43)nc(-c3cccc(Cl)n3)nc2=O)cc1, [N-]=[N+]=NC1C2COCC21",zinc;zinc;zinc;Not in stock;zinc;Not in stock,{'uspto': 1789},"{'expansion_calls': 1237, 'reactants_generations': 62335, 'iterations': 82}",,,,,,,,,
COc1ccc2ncc(C#N)c(CC(O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,82.75511003,0,0,1355,13,24,294,0,0.760123631,FALSE,10,5,4,"O=Cc1ccc2c(n1)NC(=O)CO2, CC(C)(C)OC(N)=O, O=P(Cl)(Cl)Cl, COCc1ccccc1",CCOC(=O)c1cnc2ccc(OC)nc2c1CC(=O)C12CCC(N(Cc3ccccc3)Cc3ccccc3)(CC1)CO2,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1354},"{'expansion_calls': 1079, 'reactants_generations': 11065, 'iterations': 100}",,,,,,,,,
CCn1c(=O)n(CC)c2cc(N3CCCC3)c(NC(=O)c3ccccc3Br)cc21,56.64966774,0,0,896,11,14,196,0,0.831373631,FALSE,10,8,7,"COC(=O)c1ccccc1Br, N=C(c1ccccc1)c1ccccc1, C1CCNC1, O=C(n1ccnc1)n1ccnc1, O=[N+]([O-])c1cc(F)c(Br)cc1F, CC(=O)O, CC(N)=O",II,zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc,{'uspto': 895},"{'expansion_calls': 800, 'reactants_generations': 11712, 'iterations': 100}",,,,,,,,,
N#Cc1cccc(COC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1,69.07441282,0,0,1299,13,17,459,0,0.814409345,FALSE,10,7,6,"O=C1c2ccccc2C(=O)N1O, CNOC, O=S(Cl)Cl, COC(=O)c1cccc(CBr)c1, O=C1C(=Cc2ccccc2)N2CCC1CC2, Brc1ccccc1",[Mg],zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1298},"{'expansion_calls': 893, 'reactants_generations': 13885, 'iterations': 100}",,,,,,,,,
COc1ccc(-c2nc(N=C3CCCCCN3)sc2C)cc1,86.06214356,1.081361532,2,1940,13,20,869,8,0.997628706,TRUE,1,2,2,"O=C1CCCCCN1, COc1ccc(-c2nc(N)sc2C)cc1",,zinc;zinc,{'uspto': 1939},"{'expansion_calls': 1089, 'reactants_generations': 15017, 'iterations': 100}",,,,,,,,,
Cc1cnc(NC(=O)CCCNC(=O)C(C)(C)C)s1,2.063326359,0.013999701,1,64,7,12,41,35,0.997628706,TRUE,1,2,2,"CC(C)(C)C(=O)NCCCC(=O)O, Cc1cnc(N)s1",,zinc;zinc,{'uspto': 63},"{'expansion_calls': 28, 'reactants_generations': 554, 'iterations': 100}",,,,,,,,,
Cc1cc(NC(=O)COc2ccc(C)c(C)c2)no1,2.454199076,0.01399374,1,102,6,16,41,34,0.997628706,TRUE,1,2,2,"Cc1ccc(OCC(=O)O)cc1C, Cc1cc(N)no1",,zinc;zinc,{'uspto': 101},"{'expansion_calls': 67, 'reactants_generations': 559, 'iterations': 100}",,,,,,,,,
